5.25	0.1859	0.0014	0.024
5.75	0.1855	0.0018	0.024
6.25	0.1882	0.0023	0.024
6.75	0.1922	0.0029	0.025
7.25	0.1908	0.0036	0.025
7.75	0.1967	0.0045	0.025
8.25	0.1990	0.0056 	0.024
8.75	0.1970	0.0066	0.024
9.25	0.2241	0.0089	0.028
9.75	0.2250	0.011	0.028
11.00	0.2253	0.0077	0.034
13.00	0.2403	0.015	0.050
15.00	0.3244	0.037	0.091
17.00	0.3763	0.072	0.13
19.00	0.2639	0.10	0.12
